crack_start,crack_tip,load_location,load_condition,bottom_surface_deflections
"(1.7613111693526278, 0)","(1.7613111693526278, 0.2182320962928631)",[7.71113189 1.        ],[    0 -3539],"[ 0.         -0.00398414 -0.00795313 -0.01189108 -0.0157804  -0.01960766
 -0.02338603 -0.02717841 -0.03050731 -0.03363387 -0.03664919 -0.03953888
 -0.04226188 -0.04480511 -0.047157   -0.04930421 -0.05123262 -0.05292775
 -0.05437499 -0.05555974 -0.05646743 -0.05708344 -0.05739321 -0.05738215
 -0.05703574 -0.05633956 -0.05527934 -0.05384061 -0.05200708 -0.04975689
 -0.04705861 -0.04387782 -0.04020628 -0.03608788 -0.0315927  -0.02678778
 -0.02173067 -0.01647328 -0.01106573 -0.00555795  0.        ]"
"(6.6853559533676, 0)","(6.6853559533676, 0.4358724501691571)",[1.9398434 1.       ],[    0 -7396],"[ 0.         -0.01173294 -0.02335797 -0.03476741 -0.04585313 -0.05650321
 -0.06659406 -0.07598212 -0.08451759 -0.09210534 -0.09875921 -0.10454777
 -0.10953327 -0.11375805 -0.11725275 -0.12004423 -0.12215894 -0.12362367
 -0.12446547 -0.1247113  -0.1243875  -0.12351819 -0.12212376 -0.12022608
 -0.11787711 -0.11521535 -0.11268639 -0.10672885 -0.09993355 -0.09274025
 -0.08529032 -0.07755952 -0.06956568 -0.06134614 -0.05293451 -0.04436012
 -0.03565048 -0.02683262 -0.01793355 -0.00898032  0.        ]"
"(7.592271632922379, 0)","(7.592271632922379, 0.2947241460327795)",[1.61408005 1.        ],[    0 -2822],"[ 0.         -0.00345179 -0.00685998 -0.01017943 -0.01336044 -0.01634565
 -0.01907533 -0.02151058 -0.02365411 -0.02552949 -0.02715789 -0.02855289
 -0.02972358 -0.03067763 -0.03142255 -0.03196595 -0.03231555 -0.03247908
 -0.03246431 -0.03227899 -0.03193087 -0.03142771 -0.03077728 -0.02998733
 -0.02906548 -0.02801907 -0.0268546  -0.02557786 -0.02420055 -0.02275439
 -0.02130878 -0.0194296  -0.01742487 -0.01537611 -0.01328695 -0.01114777
 -0.00896615 -0.00675207 -0.00451433 -0.00226103  0.        ]"
"(6.622333996109857, 0)","(6.622333996109857, 0.1286890991983327)",[4.14908542 1.        ],[    0 -7071],"[ 0.         -0.01381647 -0.02755848 -0.04115157 -0.05452127 -0.06759312
 -0.08029266 -0.09254542 -0.10427693 -0.11541276 -0.12587855 -0.13560016
 -0.14450376 -0.15251511 -0.15955635 -0.16553846 -0.17035335 -0.17388695
 -0.17607756 -0.17696749 -0.1766513  -0.17521518 -0.17272616 -0.16922734
 -0.16474759 -0.15958247 -0.15400309 -0.1463118  -0.13751345 -0.12837928
 -0.11869091 -0.10840976 -0.09761854 -0.08638072 -0.07475599 -0.06280095
 -0.05057086 -0.03812074 -0.02550554 -0.01278029  0.        ]"
"(6.505683892447895, 0)","(6.505683892447895, 0.33040518261945645)",[5.39400459 1.        ],[    0 -8085],"[ 0.         -0.01627144 -0.03247624 -0.04854779 -0.06441944 -0.08002456
 -0.09529653 -0.11016871 -0.12457447 -0.13844719 -0.15172022 -0.16432693
 -0.17620069 -0.18727486 -0.19748283 -0.2067581  -0.21503448 -0.22224618
 -0.22832699 -0.23320625 -0.23679865 -0.23899157 -0.23965242 -0.23870458
 -0.23628177 -0.23286129 -0.22961013 -0.21873784 -0.20580316 -0.19200256
 -0.17750705 -0.1621558  -0.1460121  -0.12919187 -0.1117946  -0.0939079
 -0.0756145  -0.05699576 -0.03813287 -0.01910715  0.        ]"
"(7.100140201039535, 0)","(7.100140201039535, 0.37736255704571475)",[4.47556044 1.        ],[    0 -8253],"[ 0.         -0.01718425 -0.03428537 -0.05122023 -0.0679057  -0.08425865
 -0.10019594 -0.11563445 -0.13049104 -0.14468257 -0.15812593 -0.17073813
 -0.18243641 -0.19313837 -0.20276114 -0.21121764 -0.21840772 -0.22420902
 -0.22849217 -0.23118893 -0.23235265 -0.23209746 -0.23052903 -0.2277263
 -0.2237462  -0.21864257 -0.21253545 -0.20573981 -0.19915222 -0.18618587
 -0.17161703 -0.156347   -0.14058704 -0.12425906 -0.10741221 -0.09013812
 -0.07251866 -0.05462657 -0.03653082 -0.01829936  0.        ]"
"(5.201255509063069, 0)","(5.201255509063069, 0.18382977567067602)",[3.85340023 1.        ],[    0 -7597],"[ 0.         -0.01534583 -0.0306047  -0.04568966 -0.06051374 -0.07498998
 -0.08903142 -0.10255113 -0.11546225 -0.12767819 -0.13911269 -0.1496791
 -0.15928692 -0.16783359 -0.17519519 -0.18123837 -0.18588196 -0.18913421
 -0.1910955  -0.19216588 -0.19293942 -0.18994081 -0.18532947 -0.18017409
 -0.17426823 -0.16746382 -0.1598443  -0.15148215 -0.1424382  -0.13276786
 -0.12252388 -0.11175837 -0.10052338 -0.08887101 -0.07685343 -0.06452279
 -0.05193128 -0.03913107 -0.02617434 -0.01311326  0.        ]"
"(4.737017434731472, 0)","(4.737017434731472, 0.21195193762023223)",[2.55419158 1.        ],[    0 -8097],"[ 0.         -0.01451324 -0.02891528 -0.04309502 -0.05694163 -0.07034458
 -0.08319293 -0.09537158 -0.10675265 -0.11718649 -0.12651659 -0.13464624
 -0.14159701 -0.14744784 -0.15226411 -0.15607577 -0.15894767 -0.16116112
 -0.16330353 -0.16172132 -0.15881069 -0.15539894 -0.15142227 -0.1467326
 -0.14137864 -0.13541889 -0.12889938 -0.12186048 -0.11433992 -0.10637471
 -0.09800179 -0.08925817 -0.08018091 -0.07080706 -0.06117371 -0.05131792
 -0.04127677 -0.03108733 -0.02078667 -0.01041187  0.        ]"
"(6.378085541070204, 0)","(6.378085541070204, 0.49454368540388927)",[3.3563457 1.       ],[    0 -1413],"[ 0.         -0.00302521 -0.00603295 -0.00900576 -0.01192616 -0.01477669
 -0.01753991 -0.02019841 -0.02273486 -0.02513182 -0.02737115 -0.02943248
 -0.03129161 -0.03292316 -0.03431219 -0.03546459 -0.0363967  -0.03712367
 -0.03765679 -0.03800489 -0.03817539 -0.03817452 -0.03800931 -0.03769631
 -0.03727941 -0.03691657 -0.03524943 -0.0332698  -0.03113443 -0.0289051
 -0.02657984 -0.0241646  -0.02167089 -0.01910916 -0.0164885  -0.01381746
 -0.01110441 -0.00835774 -0.00558584 -0.00279713  0.        ]"
"(4.943754618249647, 0)","(4.943754618249647, 0.37901194252659565)",[3.13291592 1.        ],[    0 -8431],"[ 0.         -0.01888485 -0.03766547 -0.05623763 -0.07449711 -0.09233969
 -0.10966129 -0.12635808 -0.14232658 -0.15746289 -0.17165888 -0.18479311
 -0.19672107 -0.20728924 -0.21640071 -0.22407101 -0.23037845 -0.23547831
 -0.2397549  -0.24433053 -0.24066879 -0.23485555 -0.22801482 -0.22042963
 -0.21196    -0.20263113 -0.19252431 -0.181708   -0.17023858 -0.15816749
 -0.14554481 -0.13242048 -0.11884455 -0.10486717 -0.09053852 -0.07590877
 -0.06102811 -0.04594672 -0.03071478 -0.01538248  0.        ]"
"(7.522562242186049, 0)","(7.522562242186049, 0.3801001114690297)",[5.81367113 1.        ],[    0 -6400],"[ 0.         -0.01203109 -0.02401236 -0.03589401 -0.04762621 -0.05915915
 -0.07044302 -0.08142801 -0.0920643  -0.10230207 -0.11209151 -0.12138281
 -0.13012615 -0.13827171 -0.14576967 -0.15257024 -0.1586237  -0.16388053
 -0.16829148 -0.17180695 -0.17437409 -0.17592998 -0.17639447 -0.17568171
 -0.17375204 -0.17065634 -0.16648552 -0.16132626 -0.15530366 -0.14869322
 -0.14224656 -0.13053436 -0.11752384 -0.10397085 -0.09004671 -0.0756986
 -0.06097854 -0.04597324 -0.03076141 -0.0154143   0.        ]"
"(2.7834977679510757, 0)","(2.7834977679510757, 0.4456418456401973)",[6.96315403 1.        ],[    0 -9219],"[ 0.         -0.01580169 -0.03155282 -0.04720286 -0.06270107 -0.07799578
 -0.09303214 -0.10774924 -0.12208578 -0.13602093 -0.1496606  -0.16355786
 -0.1723848  -0.17977123 -0.18625897 -0.19209403 -0.19715312 -0.20137113
 -0.20471382 -0.20714093 -0.20860537 -0.20905725 -0.20844628 -0.20672247
 -0.2038354  -0.19972995 -0.19433648 -0.18756051 -0.17929967 -0.16951986
 -0.15832272 -0.14587815 -0.13234816 -0.11786994 -0.10256611 -0.08655455
 -0.06995264 -0.05287814 -0.03544908 -0.01778364  0.        ]"
"(3.3754681090793417, 0)","(3.3754681090793417, 0.39855423320486216)",[4.89560576 1.        ],[    0 -1733],"[ 0.         -0.00414429 -0.00827272 -0.01236942 -0.01641856 -0.02040429
 -0.02431072 -0.02812163 -0.03181964 -0.03538498 -0.03879722 -0.04205103
 -0.04519075 -0.04840878 -0.0500124  -0.0511382  -0.0519795  -0.05259814
 -0.05293644 -0.05296499 -0.0526647  -0.05202666 -0.0510649  -0.04980529
 -0.0482719  -0.04648412 -0.04445864 -0.04221124 -0.03975766 -0.03711368
 -0.03429513 -0.03131789 -0.02819783 -0.02495081 -0.02159271 -0.01813939
 -0.01460673 -0.01101059 -0.00736684 -0.00369135  0.        ]"
"(7.748984932434577, 0)","(7.748984932434577, 0.3656822296254545)",[4.29667932 1.        ],[    0 -6498],"[ 0.         -0.01316829 -0.02626815 -0.03923115 -0.05198887 -0.06447288
 -0.07661474 -0.08834603 -0.09959832 -0.11030319 -0.12039231 -0.12979757
 -0.1384511  -0.14628468 -0.15322678 -0.15919556 -0.1640917  -0.16781034
 -0.17029469 -0.17158369 -0.17176439 -0.17091831 -0.16910951 -0.16639157
 -0.16281387 -0.15842263 -0.15325883 -0.14736458 -0.14082386 -0.13384111
 -0.12698071 -0.11616814 -0.10438118 -0.09218715 -0.07971459 -0.06692388
 -0.05385404 -0.04057014 -0.02713125 -0.01359083  0.        ]"
"(5.971480735984893, 0)","(5.971480735984893, 0.27853453937448197)",[4.38949322 1.        ],[    0 -7816],"[ 0.         -0.01657845 -0.03307816 -0.04942043 -0.0655265  -0.08131766
 -0.09671518 -0.11164032 -0.12601435 -0.13975854 -0.15279418 -0.16504266
 -0.17642562 -0.18686507 -0.19628264 -0.20459603 -0.21171029 -0.21750789
 -0.2218603  -0.22468511 -0.22600435 -0.22597769 -0.22504125 -0.22415678
 -0.21715409 -0.20828976 -0.19867994 -0.18836996 -0.17717216 -0.16514798
 -0.15239435 -0.13899064 -0.12500652 -0.11050752 -0.09555797 -0.08022207
 -0.06456414 -0.04864856 -0.03253973 -0.01630207  0.        ]"
"(4.922881082038961, 0)","(4.922881082038961, 0.47026492112775864)",[3.87692763 1.        ],[    0 -5779],"[ 0.         -0.01542729 -0.03079108 -0.04602787 -0.06107415 -0.07586641
 -0.09034116 -0.10443488 -0.11808411 -0.13122546 -0.14379581 -0.1557323
 -0.16697138 -0.17744497 -0.18707092 -0.19574373 -0.20335763 -0.20991598
 -0.21570147 -0.22184982 -0.21874325 -0.21339413 -0.20689227 -0.19967683
 -0.19171736 -0.18303869 -0.17370521 -0.16377377 -0.15329166 -0.14230203
 -0.13084705 -0.11896887 -0.1067097  -0.09411185 -0.08121766 -0.06806945
 -0.05470957 -0.04118035 -0.02752412 -0.01378323  0.        ]"
"(5.903404519333803, 0)","(5.903404519333803, 0.29904638626590496)",[3.12916682 1.        ],[    0 -9353],"[ 0.         -0.01859944 -0.03708326 -0.05533582 -0.0732415  -0.09068471
 -0.10754995 -0.12372206 -0.13908622 -0.15352712 -0.16692464 -0.17914389
 -0.19002478 -0.19939927 -0.20716861 -0.21337184 -0.21811701 -0.22150283
 -0.22359911 -0.22445071 -0.22408849 -0.22261148 -0.22036365 -0.218163
 -0.21067623 -0.2015789  -0.19183605 -0.18148797 -0.1703726  -0.15854305
 -0.14608308 -0.13306128 -0.11953788 -0.10556949 -0.09121171 -0.07652004
 -0.06155005 -0.04635738 -0.03099771 -0.01552669  0.        ]"
"(4.8952937905427305, 0)","(4.8952937905427305, 0.16122770330777245)",[1.56726486 1.        ],[    0 -6272],"[ 0.         -0.00786858 -0.01564027 -0.02321473 -0.03048148 -0.03731309
 -0.04357674 -0.04918603 -0.05414696 -0.05851192 -0.06232801 -0.06562541
 -0.06842437 -0.07074164 -0.07259258 -0.07399142 -0.0749448  -0.07547175
 -0.07569714 -0.07582185 -0.07463863 -0.07289415 -0.07095871 -0.06876055
 -0.06624733 -0.06344716 -0.06038432 -0.05707903 -0.05354965 -0.0498136
 -0.04588811 -0.04179034 -0.03753752 -0.03314685 -0.02863558 -0.02402092
 -0.01932012 -0.01455039 -0.00972898 -0.0048731   0.        ]"
"(4.175327067803832, 0)","(4.175327067803832, 0.1779412916659063)",[2.27728347 1.        ],[    0 -4322],"[ 0.         -0.00719    -0.01431874 -0.02132506 -0.02814801 -0.03472638
 -0.04099675 -0.04688891 -0.052321   -0.05720746 -0.06149436 -0.06519021
 -0.06833382 -0.07095121 -0.07307107 -0.0748398  -0.07649362 -0.07660295
 -0.07604491 -0.07525546 -0.07414833 -0.07265877 -0.07081744 -0.06865054
 -0.06617941 -0.06342322 -0.0604     -0.05712753 -0.05362357 -0.04990591
 -0.04599234 -0.04190068 -0.03764873 -0.03325431 -0.02873522 -0.02410927
 -0.01939427 -0.01460804 -0.00976837 -0.00489309  0.        ]"
"(5.736332720912079, 0)","(5.736332720912079, 0.14180522875542625)",[2.68548771 1.        ],[    0 -3413],"[ 0.         -0.00602674 -0.01200816 -0.01789894 -0.02365384 -0.02922768
 -0.03457545 -0.03965194 -0.04441021 -0.04879789 -0.05275344 -0.05621241
 -0.0591356  -0.0615341  -0.06344426 -0.0648995  -0.06592398 -0.06653553
 -0.06675018 -0.06657869 -0.06602763 -0.06520935 -0.06423181 -0.06240586
 -0.06012768 -0.05770443 -0.05504433 -0.05212638 -0.04897899 -0.04562277
 -0.04207681 -0.03835892 -0.03448638 -0.03047637 -0.02634606 -0.02211262
 -0.01779323 -0.01340509 -0.00896537 -0.00449128  0.        ]"
"(6.263397171036908, 0)","(6.263397171036908, 0.2537100628361436)",[5.62257995 1.        ],[    0 -9479],"[ 0.         -0.01879967 -0.03752122 -0.05608653 -0.07441748 -0.09243595
 -0.11006382 -0.12722298 -0.1438353  -0.15982266 -0.17510694 -0.18961002
 -0.20325377 -0.21596007 -0.22765083 -0.23824814 -0.24767446 -0.25585273
 -0.26270501 -0.26814646 -0.27207157 -0.27433392 -0.27476519 -0.27337285
 -0.27067639 -0.26798637 -0.25722755 -0.24405385 -0.2299432  -0.21495084
 -0.19884278 -0.18171039 -0.16369141 -0.14490084 -0.12544103 -0.10540889
 -0.08489981 -0.06400899 -0.04283179 -0.02146364  0.        ]"
"(3.7086405104952904, 0)","(3.7086405104952904, 0.4970663393405055)",[1.68967489 1.        ],[    0 -2497],"[ 0.         -0.00461068 -0.00918397 -0.01368227 -0.01806665 -0.02229428
 -0.02631558 -0.03007877 -0.03355017 -0.03673175 -0.03964213 -0.04229883
 -0.04472805 -0.04699696 -0.04935903 -0.0495656  -0.04924246 -0.04864088
 -0.04786598 -0.04690921 -0.04577456 -0.04447522 -0.04302259 -0.04142585
 -0.03969317 -0.03783253 -0.03585188 -0.03375919 -0.03156247 -0.02926972
 -0.02688893 -0.02442812 -0.02189528 -0.01929842 -0.01664554 -0.01394464
 -0.01120373 -0.00843081 -0.00563388 -0.00282094  0.        ]"
"(7.083439779096597, 0)","(7.083439779096597, 0.1646484223333736)",[2.38414389 1.        ],[    0 -1412],"[ 0.         -0.00236222 -0.00470504 -0.0070091  -0.00925506 -0.01142366
 -0.01349554 -0.01545064 -0.01726664 -0.01891744 -0.02037574 -0.02162465
 -0.02266812 -0.02352053 -0.02419506 -0.02470109 -0.02504575 -0.02523546
 -0.02527658 -0.0251755  -0.02493867 -0.02457256 -0.02408358 -0.02347789
 -0.02276141 -0.02193832 -0.02101568 -0.02002365 -0.0190063  -0.0177084
 -0.01629496 -0.01484692 -0.0133505  -0.01179771 -0.01019731 -0.00855723
 -0.00688457 -0.00518603 -0.00346812 -0.00173729  0.        ]"
"(3.811017913955558, 0)","(3.811017913955558, 0.4169398653720816)",[5.74642103 1.        ],[    0 -1496],"[ 0.         -0.00347421 -0.00693677 -0.01037604 -0.01378039 -0.01713817
 -0.02043776 -0.02366754 -0.02681586 -0.02987073 -0.0328192  -0.03564641
 -0.03833753 -0.04089057 -0.04334331 -0.04587385 -0.04681659 -0.04731767
 -0.04755195 -0.04759481 -0.04741099 -0.04698125 -0.04629194 -0.04532623
 -0.04407626 -0.04255531 -0.04078747 -0.03879559 -0.03659847 -0.03421258
 -0.03165363 -0.02893723 -0.02607907 -0.02309488 -0.02000041 -0.01681142
 -0.01354366 -0.01021288 -0.00683484 -0.0034253   0.        ]"
"(3.6283461998292834, 0)","(3.6283461998292834, 0.4361649424296134)",[4.2902569 1.       ],[    0 -5896],"[ 0.         -0.01593668 -0.03181127 -0.0475617  -0.06312591 -0.07844193
 -0.09344782 -0.10808137 -0.12227884 -0.13597158 -0.14908157 -0.16153079
 -0.17330535 -0.18458974 -0.19626963 -0.19999958 -0.20147707 -0.20153108
 -0.20055432 -0.1984676  -0.19532754 -0.19123358 -0.18625997 -0.18046089
 -0.17388306 -0.16657171 -0.15857222 -0.14993031 -0.14069179 -0.13090257
 -0.12060854 -0.1098556  -0.09868962 -0.08715652 -0.07530218 -0.06317249
 -0.05081334 -0.03827062 -0.02559023 -0.01281806  0.        ]"
"(5.018249698813313, 0)","(5.018249698813313, 0.2669443078402007)",[3.00594058 1.        ],[    0 -2797],"[ 0.         -0.00554973 -0.0110636  -0.01650575 -0.02184034 -0.02703154
 -0.03204363 -0.036841   -0.04138788 -0.04564707 -0.04957697 -0.05312845
 -0.05625001 -0.05891079 -0.06112068 -0.06290906 -0.06429963 -0.06530552
 -0.06595752 -0.06636439 -0.06678953 -0.06549858 -0.06367918 -0.06164259
 -0.05940166 -0.05690063 -0.05415403 -0.0511864  -0.04801731 -0.04466363
 -0.04114103 -0.03746485 -0.03365041 -0.02971303 -0.02566809 -0.02153094
 -0.01731696 -0.01304151 -0.00871995 -0.00436766  0.        ]"
"(8.170996993906549, 0)","(8.170996993906549, 0.4331527689502597)",[2.30078097 1.        ],[    0 -4326],"[ 0.         -0.00692878 -0.01379625 -0.02054118 -0.02710257 -0.03341915
 -0.03942744 -0.04505713 -0.05022624 -0.05484911 -0.0588721  -0.06230529
 -0.06519074 -0.06756687 -0.06946041 -0.07089127 -0.07187713 -0.07243544
 -0.07258382 -0.07234003 -0.07172189 -0.07074722 -0.06943387 -0.06779967
 -0.06586248 -0.06364008 -0.06115    -0.05840893 -0.05543222 -0.05223597
 -0.04884795 -0.04532845 -0.04185361 -0.0370924  -0.0320339  -0.02685228
 -0.02159744 -0.01626767 -0.01087737 -0.00544809  0.        ]"
"(7.104350000453776, 0)","(7.104350000453776, 0.36097734928350284)",[4.8431687 1.       ],[    0 -2904],"[ 0.         -0.00602423 -0.01202054 -0.017961   -0.0238177  -0.02956271
 -0.03516811 -0.04060599 -0.04584841 -0.05086745 -0.05563519 -0.06012373
 -0.06430516 -0.06815173 -0.07163575 -0.07472939 -0.07740335 -0.07962372
 -0.08134878 -0.08253437 -0.08315781 -0.0832391  -0.0828192  -0.08193492
 -0.08061192 -0.07887168 -0.07675897 -0.07439066 -0.07209966 -0.0674395
 -0.06218414 -0.05666833 -0.05097055 -0.0450618  -0.03896033 -0.03270017
 -0.02631174 -0.01982205 -0.01325671 -0.00664096  0.        ]"
"(3.0477824783710727, 0)","(3.0477824783710727, 0.11747212209032452)",[6.75104779 1.        ],[    0 -7811],"[ 0.         -0.01170568 -0.02336488 -0.03493113 -0.046358   -0.05759898
 -0.06860747 -0.07933527 -0.08973347 -0.09974512 -0.10930419 -0.11851032
 -0.12754194 -0.13503822 -0.14159768 -0.14773422 -0.15321807 -0.15792415
 -0.16182817 -0.16489035 -0.167068   -0.16831623 -0.16858943 -0.16784133
 -0.16602163 -0.16306773 -0.15889597 -0.15341606 -0.14659553 -0.13851691
 -0.12932058 -0.11914024 -0.10808853 -0.09626578 -0.0837683  -0.07069194
 -0.05713292 -0.04318766 -0.02895271 -0.01452464  0.        ]"
"(7.46944317190955, 0)","(7.46944317190955, 0.23976512455736565)",[2.22088203 1.        ],[    0 -3367],"[ 0.         -0.00534108 -0.01063443 -0.01583241 -0.02088754 -0.02575213
 -0.03037677 -0.03470673 -0.03867823 -0.04222457 -0.04530402 -0.04792441
 -0.0501185  -0.05191617 -0.05333823 -0.05440018 -0.05511577 -0.0554986
 -0.05556237 -0.05532092 -0.05478812 -0.05397786 -0.05290403 -0.05158032
 -0.05001992 -0.04823483 -0.04623448 -0.04403789 -0.0417057  -0.03935185
 -0.03629997 -0.03301253 -0.02964884 -0.02619926 -0.02264422 -0.01899973
 -0.01528358 -0.01151126 -0.00769725 -0.00385555  0.        ]"
"(8.320399587675414, 0)","(8.320399587675414, 0.4896179496216562)",[4.93450931 1.        ],[    0 -8131],"[ 0.         -0.0158976  -0.03172074 -0.04739496 -0.06284582 -0.07799886
 -0.09277962 -0.10711364 -0.12092647 -0.13414364 -0.14669071 -0.1584932
 -0.16947669 -0.17956683 -0.18868956 -0.19677114 -0.20373737 -0.20950988
 -0.21399748 -0.21708702 -0.21865848 -0.21865196 -0.21712735 -0.21420473
 -0.20999728 -0.20459628 -0.19807993 -0.19052128 -0.18199007 -0.17255212
 -0.16227761 -0.15127723 -0.13977578 -0.12847271 -0.11181216 -0.09395755
 -0.07560532 -0.05698912 -0.03813625 -0.0191108   0.        ]"
"(3.785573128321548, 0)","(3.785573128321548, 0.34417085806987024)",[8.13001237 1.        ],[    0 -1068],"[ 0.         -0.00106046 -0.00211749 -0.00316768 -0.0042076  -0.00523383
 -0.00624295 -0.00723156 -0.00819622 -0.00913342 -0.01003941 -0.01090984
 -0.01173998 -0.01252873 -0.01328787 -0.01406165 -0.01449392 -0.01481823
 -0.0150819  -0.01529359 -0.01543828 -0.01551161 -0.01551185 -0.01543644
 -0.01528227 -0.01504598 -0.01472414 -0.01431339 -0.01381038 -0.01321173
 -0.0125135  -0.01171006 -0.01079291 -0.00975265 -0.00858775 -0.00731246
 -0.00594888 -0.00451824 -0.00303888 -0.00152744  0.        ]"
"(4.038974318065676, 0)","(4.038974318065676, 0.41013927414946205)",[6.74405605 1.        ],[    0 -9070],"[ 0.         -0.0172752  -0.03449641 -0.05160964 -0.06856092 -0.08529627
 -0.10176174 -0.11790346 -0.13366759 -0.14900002 -0.16384513 -0.1781424
 -0.19182206 -0.20481441 -0.2171135  -0.22891003 -0.24108894 -0.24541645
 -0.24756766 -0.24841084 -0.24831711 -0.24711955 -0.2447428  -0.24115824
 -0.23632343 -0.23017111 -0.22260513 -0.21352052 -0.20287933 -0.19077733
 -0.17737745 -0.16283495 -0.14728065 -0.13083101 -0.11359788 -0.09569258
 -0.07722681 -0.05831256 -0.03906192 -0.01958702  0.        ]"
"(7.427967034985445, 0)","(7.427967034985445, 0.24204283613650096)",[5.07205846 1.        ],[    0 -6147],"[ 0.         -0.01186434 -0.02367238 -0.03536785 -0.04689446 -0.05819591
 -0.06921592 -0.0798982  -0.09018646 -0.10002441 -0.10935576 -0.11812422
 -0.12627351 -0.13374743 -0.14049    -0.14644546 -0.15155772 -0.15576753
 -0.15900596 -0.16118749 -0.16222143 -0.16206258 -0.1607562  -0.15839229
 -0.1550537  -0.15080167 -0.14567745 -0.139758   -0.13328883 -0.12673186
 -0.11734302 -0.1069985  -0.09634462 -0.08534228 -0.07391205 -0.06211898
 -0.05003513 -0.03772343 -0.02524259 -0.01264937  0.        ]"
"(5.991693444257779, 0)","(5.991693444257779, 0.2587702016128855)",[5.88701249 1.        ],[    0 -3391],"[ 0.         -0.00655622 -0.0130876  -0.0195693  -0.02597647 -0.03228428
 -0.03846788 -0.04450244 -0.0503631  -0.05602504 -0.0614634  -0.06665335
 -0.07157005 -0.07618868 -0.08048445 -0.08443262 -0.08800833 -0.09118597
 -0.09393775 -0.09622998 -0.09802237 -0.09930907 -0.10022529 -0.10121544
 -0.09898139 -0.09563649 -0.09176574 -0.08745968 -0.082634   -0.07733096
 -0.07160726 -0.06550821 -0.05907366 -0.0523413  -0.0453483  -0.0381318
 -0.03072901 -0.02317718 -0.01551356 -0.00777541  0.        ]"
